PPS TN,Project,Description,Sub-Project,Machine,Tool No.,Area,Step,STD,MAX 8H,Planned,Realized,Backlog,Open,Monday,,,,,,Tuesday,,,,,,Wednesday,,,,,,Thursday,,,,,,Friday,,,,,,Saturday,,,,,,,Planned Production Output,,,,,,,,,,,,,,,,,,,Missed Parts Calculation,,,,,,,,,,,,,,,,,,,Planned until now,EFF per Project,,,,,Missed Parts Calculation,,,,,,,,,,,,,,,,,,,STD,,Daily SAP,,,,,,
,,,,,,,,,,,,,,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,Plan,Ist,,Shift 1,Shift 2,Shift 3,Shift 4,Shift 5,Shift 6,Shift 7,Shift 8,Shift 9,Shift 10,Shift 11,Shift 12,Shift 13,Shift 14,Shift 15,Shift 16,Shift 17,Shift 18,,Shift 1,Shift 2,Shift 3,Shift 4,Shift 5,Shift 6,Shift 7,Shift 8,Shift 9,Shift 10,Shift 11,Shift 12,Shift 13,Shift 14,Shift 15,Shift 16,Shift 17,Shift 18,Adherance,Total,Time used,,,,,Shift 1,Shift 2,Shift 3,Shift 4,Shift 5,Shift 6,Shift 7,Shift 8,Shift 9,Shift 10,Shift 11,Shift 12,Shift 13,Shift 14,Shift 15,Shift 16,Shift 17,Shift 18,,,,lundi,mardi,mercredi,jeudi,vendredi,samedi,Total
243912,G3,Mod. RBS_ 976 279 A Cod. B 180° WS_TN,G3,SKM Round,,Assembly,F,0.15,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.28,,0,0,0,0,0,,0
243912,G3,Mod. RBS_ 976 279 A Cod. B 180° WS_TN,G3,A.S947,373F,Molding,1,0.31,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243912,G3,Mod. RBS_ 976 279 A Cod. B 180° WS_TN,G3,,,Pre-Assembly,,0.85,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243913,G3,Mod. RBS+TS_976 286 Cod. B 180° WS_TN,G3,SKM Round,,Assembly,F,0.15,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4.58,,0,0,0,0,0,,0
243913,G3,Mod. RBS+TS_976 286 Cod. B 180° WS_TN,G3,A.S947,373F,Molding,1,0.31,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243913,G3,Mod. RBS+TS_976 286 Cod. B 180° WS_TN,G3,,,Pre-Assembly,,4.1,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243914,G3,Mod. RBS+TS _976 286 A Cod. B 180°_TN,G3,SKM Round,,Assembly,F,0.15,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5.01,,0,0,0,0,0,,0
243914,G3,Mod. RBS+TS _976 286 A Cod. B 180°_TN,G3,A.S947,373F,Molding,1,0.31,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243914,G3,Mod. RBS+TS _976 286 A Cod. B 180°_TN,G3,,,Pre-Assembly,,4.39,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243915,G3,Mod. DAE DRUCK_ZUG_ 976 289 B_TN,G3,SKM Round,,Assembly,F,0.49,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.01,,0,0,0,0,0,,0
243915,G3,Mod. DAE DRUCK_ZUG_ 976 289 B_TN,G3,A.S947,373F,Molding,2,0.31,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243915,G3,Mod. DAE DRUCK_ZUG_ 976 289 B_TN,G3,A.S243,357B,Molding,1,0.28,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243915,G3,Mod. DAE DRUCK_ZUG_ 976 289 B_TN,G3,,,Pre-Assembly,,1.75,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243916,G3,Mod. DAE DRUCK_ZUG_ 976 289 B_TN,G3,SKM Round,,Assembly,F,0.49,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.16,,0,0,0,0,0,,0
243916,G3,Mod. LuftVent_DAE DRUCK_ZUG_976 289 H_TN,G3,A.S947,373F,Molding,3,0.31,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243916,G3,Mod. LuftVent_DAE DRUCK_ZUG_976 289 H_TN,G3,A.S243,357B,Molding,2,0.28,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243916,G3,Mod. LuftVent_DAE DRUCK_ZUG_976 289 H_TN,G3,A.S390,619C,Molding,1,0.32,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243916,G3,Mod. LuftVent_DAE DRUCK_ZUG_976 289 H_TN,G3,,,Pre-Assembly,,1.75,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243917,G3,Mod. LuftVent_DAE DRUCK_ZUG_976 289 H_TN,G3,SKM Round,,Assembly,F,0.49,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.16,,0,0,0,0,0,,0
243917,G3,Mod. LuftVent_DAE DRUCK_ZUG_976 289 J_TN,G3,A.S243,357B,Molding,3,0.28,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243917,G3,Mod. LuftVent_DAE DRUCK_ZUG_976 289 J_TN,G3,A.S243,357B,Molding,2,0.28,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243917,G3,Mod. LuftVent_DAE DRUCK_ZUG_976 289 J_TN,G3,A.S390,619C,Molding,1,0.32,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
243917,G3,Mod. LuftVent_DAE DRUCK_ZUG_976 289 J_TN,G3,,,Pre-Assembly,,1.75,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
248507,G3,Mod.DAE DRUCK_ZUG_976 971 289 K_289 N_TN,G3,SKM Round,,Assembly,F,,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.39,,0,0,0,0,0,,0
248507,G3,Mod.DAE DRUCK_ZUG_976 971 289 K_289 N_TN,G3,,,Molding,,,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
248507,G3,Mod.DAE DRUCK_ZUG_976 971 289 K_289 N_TN,G3,,,Pre-Assembly,,1.12,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
248508,G3,Mod.DAE DRUCK_ZUG_976 971 289 L_289 P_TN,G3,SKM Round,,Assembly,F,,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.39,,0,0,0,0,0,,0
248508,G3,Mod.DAE DRUCK_ZUG_976 971 289 L_289 P_TN,G3,,,Molding,,,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
248508,G3,Mod.DAE DRUCK_ZUG_976 971 289 L_289 P_TN,G3,,,Pre-Assembly,,1.12,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
248509,G3,Mod.DAE DRUCK_ZUG_976 971 289 M_289 Q_TN,G3,SKM Round,,Assembly,F,0.32,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.01,,0,0,0,0,0,,0
248509,G3,Mod.DAE DRUCK_ZUG_976 971 289 M_289 Q_TN,G3,A.S243,357B,Molding,2,0.28,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
248509,G3,Mod.DAE DRUCK_ZUG_976 971 289 M_289 Q_TN,G3,A.S947,373F,Molding,1,0.31,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
248509,G3,Mod.DAE DRUCK_ZUG_976 971 289 M_289 Q_TN,G3,,,Pre-Assembly,,1.23,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
236728,PPE 85H,Modul 85H 972 251 B_DZFHECK L: 1905MM_TN,PPE EQ5/EQ6 Front,SKM Round1,180°,Assembly,F,0.15,,"4,800","2,336","2,464","2,464",0,,0,,0,,0,,0,,0,,0,,0,,0,,"1,600",500,"1,600","1,350","1,600",486,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1600,1600,1600,,,,,,,,0,0,0,0,0,0,0,0,0,"1,100",250,"1,114",0,0,0,0,0,,"2,464","4,800",5.76,,,,,0,0,0,0,0,0,0,0,0,"1,100","1,350","2,464","2,464","2,464","2,464","2,464","2,464",,,1.01,,0,0,0,1000,1200,,2200
236728,PPE 85H,Modul 85H 972 251 B_DZFHECK L: 1905MM_TN,PPE EQ5/EQ6 Front,A.S947,373F,Molding,1,0.31,,"4,800","2,136","2,664","2,664",0,,0,,0,,0,,0,,0,,0,,0,,0,,"1,600",620,"1,600","1,400","1,600",116,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1600,1600,1600,,,,,,,,0,0,0,0,0,0,0,0,0,980,200,"1,484",0,0,0,0,0,,"2,664","4,800",10.96,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,1000,1200,,2200
236728,PPE 85H,Modul 85H 972 251 B_DZFHECK L: 1905MM_TN,PPE EQ5/EQ6 Front,,,Pre-Assembly,,0.55,,"4,800","2,150","2,650","2,650",0,,0,,0,,0,,0,,0,,0,,0,,"1,600",,"1,600","1,200","1,600",950,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,1600,1600,1600,,,,,,,,,0,0,0,0,0,0,0,0,"1,600",400,650,0,0,0,0,0,0,,"2,650","4,800",19.71,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,1000,1200,,2200
236729,PPE 85H,Mod. 85H 972 251 M_DZFHECK_BVA #_TN,PPE EQ5/EQ6 Front,SKM Round1,180°,Assembly,F,0.15,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.02,,0,0,0,0,0,,0
236729,PPE 85H,Mod. 85H 972 251 M_DZFHECK_BVA #_TN,PPE EQ5/EQ6 Front,A.S947,373F,Molding,,0.31,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
236729,PPE 85H,Mod. 85H 972 251 M_DZFHECK_BVA #_TN,PPE EQ5/EQ6 Front,,,Pre-Assembly,,0.42,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,,0
236730,PPE 85H,Mod.85H 972 251 N_DZFHECK RL L:2965MM_TN,PPE EQ5/EQ6 Front,SKM Round1,180°,Assembly,F,0.15,,"3,200","2,815",385,385,0,,0,,0,,0,,0,500,"1,600","1,565","1,600",750,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,1600,1600,,,,,,,,,,,,,0,0,0,0,-500,35,850,0,0,0,0,0,0,0,0,0,0,,885,"3,200",6.94,,,,,0,0,0,0,-500,-465,385,385,385,385,385,385,385,385,385,385,385,,,1.03,,0,700,1750,0,0,,2450
236730,PPE 85H,Mod.85H 972 251 N_DZFHECK RL L:2965MM_TN,PPE EQ5/EQ6 Front,A.S947,373F,Molding,1,0.31,,"3,200","2,996",204,204,0,,0,,0,,0,,0,755,"1,600","1,489","1,600",752,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,1600,1600,,,,,,,,,,,,,0,0,0,0,-755,111,848,0,0,0,0,0,0,0,0,0,0,,959,"3,200",15.38,,,,,,,,,,,,,,,,,,,,,,,,0,,0,700,1750,0,0,,2450
236730,PPE 85H,Mod.85H 972 251 N_DZFHECK RL L:2965MM_TN,PPE EQ5/EQ6 Front,,,Pre-Assembly,,0.55,,"3,200","2,125","1,075","1,075",0,,0,,0,,0,,"1,600",725,"1,600","1,400",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,1600,1600,,,,,,,,,,,,,,0,0,0,0,875,200,0,0,0,0,0,0,0,0,0,0,0,,"1,075","3,200",19.48,,,,,,,,,,,,,,,,,,,,,,,,0,,0,700,1750,0,0,,2450
236731,PPE 85H,Mod. 85H 972 252 B_DZFHECK_BVA #_TN,PPE EQ5/EQ6 Front,SKM Round1,180°,Assembly,F,0.15,,"6,400","5,834",566,566,0,370,"1,600","1,040","1,600","1,373","1,600","1,310","1,600",500,0,,0,,0,,0,,0,,0,,0,815,0,426,0,,0,,0,,0,,0,,,,1600,1600,1600,1600,,,,,,,,,,,,,,,-370,560,227,290,"1,100",0,0,0,0,0,0,-815,-426,0,0,0,0,,"2,177","6,400",14.39,,,,,-370,190,417,707,"1,807","1,807","1,807","1,807","1,807","1,807","1,807",992,566,566,566,566,566,,,1,,2141,1540,0,0,1100,,4781
236731,PPE 85H,Mod. 85H 972 252 B_DZFHECK_BVA #_TN,PPE EQ5/EQ6 Front,A.S947,373F,Molding,1,0.31,,"6,400","5,449",951,951,0,354,"1,600","1,040","1,600","1,389","1,600","1,264","1,600",120,0,,0,,0,,0,,0,,0,,0,895,0,387,0,,0,,0,,0,,0,,,,1600,1600,1600,1600,,,,,,,,,,,,,,,-354,560,211,336,"1,480",0,0,0,0,0,0,-895,-387,0,0,0,0,,"2,587","6,400",27.97,,,,,,,,,,,,,,,,,,,,,,,,0,,2141,1540,0,0,1100,,4781
236731,PPE 85H,Mod. 85H 972 252 B_DZFHECK_BVA #_TN,PPE EQ5/EQ6 Front,,,Pre-Assembly,,0.56,,"6,400","4,775","1,625","1,625","1,600",300,"1,600",600,"1,600","1,600","1,600","1,075",0,,0,,0,,0,,0,,0,,0,,0,"1,200",0,,0,,0,,0,,0,,0,,,1600,1600,1600,1600,,,,,,,,,,,,,,,,"1,300","1,000",0,525,0,0,0,0,0,0,0,"-1,200",0,0,0,0,0,,"2,825","6,400",44.57,,,,,,,,,,,,,,,,,,,,,,,,0,,2141,1540,0,0,1100,,4781
238847,PPE Rear,Modul 85H 972 253/254 DZF 10000007002_TN,PPE EQ5/EQ6 Rear,SKM Round1,180°,Assembly,F,0.13,,"11,700","9,986","1,714","1,714","1,300",585,"1,300",421,"1,300","2,018",0,350,0,,0,,"1,300",795,"1,300","1,300","1,300","1,230",0,,0,382,0,,"1,300",457,"1,300",700,"1,300","1,028",0,720,0,,0,,,1300,1300,1300,,,,1300,1300,1300,,,,1300,1300,1300,,,,,715,879,-718,-350,0,0,505,0,70,0,-382,0,843,600,272,-720,0,,"3,884","11,700",22.11,,,,,715,"1,594",876,526,526,526,"1,031","1,031","1,101","1,101",719,719,"1,562","2,162","2,434","1,714","1,714",,,1.22,,1400,1400,1500,1978,400,,6678
238847,PPE Rear,Modul 85H 972 253/254 DZF 10000007002_TN,PPE EQ5/EQ6 Rear,A.S504,373G,Molding,1,0.31,,"11,700","9,502","2,198","2,198","1,300",600,"1,300",825,"1,300","1,600",0,362,0,,0,,"1,300",776,"1,300","1,468","1,300","1,212",0,,0,,0,,"1,300",500,"1,300",800,"1,300",872,0,487,0,,0,,,1300,1300,1300,,,,1300,1300,1300,,,,1300,1300,1300,,,,,700,475,-300,-362,0,0,524,-168,88,0,0,0,800,500,428,-487,0,,"3,515","11,700",48.78,,,,,,,,,,,,,,,,,,,,,,,,0,,1400,1400,1500,1978,400,,6678
238847,PPE Rear,Modul 85H 972 253/254 DZF 10000007002_TN,PPE EQ5/EQ6 Rear,,,Pre-Assembly,,0.54,,"11,700","9,800","1,900","1,900","1,300",700,"1,300","1,300","1,300","1,300",0,250,0,,0,,"1,300","1,400","1,300","1,000","1,300","1,300",0,,0,,0,,"1,300",500,"1,300",700,"1,300","1,350",0,,0,,0,,,1300,1300,1300,,,,1300,1300,1300,,,,1300,1300,1300,,,,,600,0,0,-250,0,0,-100,300,0,0,0,0,800,600,-50,0,0,,"2,300","11,700",88.2,,,,,,,,,,,,,,,,,,,,,,,,0,,1400,1400,1500,1978,400,,6678
239726,PPE 85H,Mod.85H 972 251_DZFALL_BVA L:2000MM_TN,PPE EQ5/EQ6 Front,,,Assembly,,,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,400,0,0,0,,400
239726,PPE 85H,Mod.85H 972 251_DZFALL_BVA L:2000MM_TN,PPE EQ5/EQ6 Front,,,Molding,,,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,400,0,0,0,,400
239726,PPE 85H,Mod.85H 972 251_DZFALL_BVA L:2000MM_TN,PPE EQ5/EQ6 Front,,,Pre-Assembly,,0.56,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,400,0,0,0,,400
239727,PPE 85H,Modul 85H 972 251 D DZFALL_RBS_BVA L:2000 - WKZ 357B,PPE EQ5/EQ6 Front,SKM Round1,60°,Assembly,F,0.17,,"6,400","4,132","2,268","2,268",0,,0,,0,,0,,0,,0,,"1,600","1,005","1,600",777,"1,600","1,094","1,600","1,106",0,150,0,,0,,0,,0,,0,,0,,0,,,,,,,,,1600,1600,1600,1600,,,,,,,,,,0,0,0,0,0,0,595,823,506,494,-150,0,0,0,0,0,0,,"2,418","6,400",11.64,,,,,0,0,0,0,0,0,595,"1,418","1,924","2,418","2,268","2,268","2,268","2,268","2,268","2,268","2,268",,,2.56,,0,0,1300,3000,0,,4300
239727,PPE 85H,Modul 85H 972 251 D DZFALL_RBS_BVA L:2000 - WKZ 357B,PPE EQ5/EQ6 Front,SKM Round2,90°,Assembly,3,0.17,,"6,400","3,673","2,727","2,727",0,,0,,0,,0,,0,,0,,"1,600","1,005","1,600",533,"1,600","1,235","1,600",900,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,1600,1600,1600,1600,,,,,,,,,,0,0,0,0,0,0,595,"1,067",365,700,0,0,0,0,0,0,0,,"2,727","6,400",10.35,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,1300,3000,0,,4300
